rcid,TOTALRAISED,YEARFOUNDED,EMPLOYEES,REVENUE,Bankrupt,Acquired_IPO,DEALSIZE,SeriesA
14335301,,2013.0,,,0.0,1.0,,0.0
14335556,0.15,2014.0,,,0.0,1.0,0.15,0.0
14338332,27.5,2019.0,1000.0,,0.0,0.0,27.5,0.0
14341401,,2017.0,,,0.0,1.0,,0.0
14342334,2.25,2017.0,4.0,,0.0,0.0,2.25,0.0
14343328,1.899999,2014.0,8.0,0.1,1.0,0.0,1.1,0.0
14343902,0.097,2011.0,2.0,,0.0,1.0,0.097,0.0
14348097,,,,,,,4.218,0.0
14350268,0.35,2021.0,5.0,0.01,0.0,0.0,0.75,0.0
14350269,1.8,2015.0,126.0,33.5,0.0,0.0,1.8,0.0
14351864,,,,,0.0,1.0,,0.0
14352409,,2011.0,2.0,,0.0,1.0,,0.0
14352472,2.5,2013.0,4.0,,1.0,0.0,2.5,0.0
14352563,,2013.0,2.0,,0.0,1.0,,0.0
14352820,,2015.0,,,0.0,0.0,,0.0
14352876,0.5,2021.0,5.0,,0.0,0.0,0.5,0.0
14362290,,2017.0,3.0,,1.0,0.0,,0.0
14362829,0.1,2017.0,2.0,,0.0,0.0,0.1,0.0
14364343,,2015.0,,,0.0,0.0,0.74872,0.0
14364885,0.35,2013.0,5.0,,0.0,0.0,0.35,0.0
14365397,,2010.0,,,1.0,0.0,0.05,0.0
14368903,1.5,2020.0,8.0,,0.0,0.0,1.5,0.0
14369533,,,,,0.0,0.0,,0.0
14374418,,2005.0,115.0,,0.0,1.0,1.3331,0.0
14374968,0.75,2013.0,5.0,,1.0,0.0,0.75,0.0
14375688,,2019.0,,,0.0,1.0,,0.0
14377784,,2014.0,1.0,,1.0,0.0,,0.0
14379640,0.01,2011.0,,,1.0,0.0,0.01,0.0
14379830,0.250002,2010.0,2.0,,1.0,0.0,0.250002,1.0
14380528,,2014.0,2.0,,1.0,0.0,,0.0
14380799,,2018.0,,,0.0,0.0,,
14381236,57.500016,2010.0,71970.0,40000.0,0.0,1.0,1000.0,1.0
14381264,,2018.0,,,0.0,0.0,0.005,0.0
14382370,,2013.0,2.0,,1.0,0.0,0.025,0.0
14382403,0.04,2009.0,7.0,,0.0,0.0,0.04,0.0
14382457,0.25,2016.0,1.0,,1.0,0.0,0.25,0.0
14382813,,2009.0,1.0,,1.0,0.0,1.0,0.0
14382911,0.11,2014.0,6.0,,0.0,1.0,0.11,0.0
14384162,,2019.0,1.0,,0.0,0.0,,
14385143,0.03,2015.0,,,1.0,0.0,0.03,0.0
14385329,1.8,2012.0,5.0,,0.0,1.0,1.8,0.0
14388035,0.8200000000000001,2019.0,12.0,,0.0,0.0,0.8200000000000001,0.0
14388170,,2011.0,,,1.0,0.0,,0.0
14391347,5.02596425,2018.0,43.0,,0.0,0.0,,
14391698,,2019.0,8.0,,0.0,0.0,,0.0
14394311,24.630003,2021.0,31.0,,0.0,0.0,18.130004,1.0
14394859,3.4,2021.0,5.0,,0.0,0.0,3.4,0.0
14395748,,,,,,,9.9,1.0
14395873,,2013.0,,,1.0,0.0,,0.0
14398757,0.094,2014.0,11.0,,1.0,0.0,0.094,0.0
14400692,,,,,,,0.89620089,0.0
14404199,,,,,,,30.0,0.0
14405011,0.05,2017.0,8.0,,1.0,0.0,0.05,0.0
14406422,,2016.0,1.0,,1.0,0.0,0.015,0.0
14408322,5.0,2021.0,11.0,,0.0,0.0,5.0,0.0
14410601,1.175835,2022.0,15.0,0.0002,0.0,0.0,1.0,0.0
14413623,,,,,0.0,0.0,,
14415353,,,,,,,,0.0
14415916,,2010.0,,,0.0,1.0,,0.0
14416342,,2015.0,3.0,,0.0,0.0,,0.0
14418297,0.785,2016.0,7.0,0.75,0.0,0.0,0.785,0.0
14419315,0.02,2017.0,,,1.0,0.0,0.02,0.0
14427394,3.88,2020.0,21.0,,0.0,0.0,3.0,0.0
14430668,,,,,,,0.11006327,0.0
14430898,,2016.0,,,0.0,1.0,,0.0
14435962,0.15,2014.0,,,0.0,0.0,0.15,0.0
14439370,1.2,2015.0,,,0.0,1.0,1.2,0.0
14443911,1.9,2009.0,12.0,1.155395,0.0,1.0,1.9,0.0
14445182,,,,,,,,0.0
14447879,0.205,2012.0,5.0,,1.0,0.0,0.205,0.0
14447966,10.0,2010.0,107.0,,0.0,0.0,10.0,0.0
14448073,31.177086,2021.0,11.0,,0.0,0.0,17.177086,0.0
14448284,0.25,2019.0,5.0,,0.0,0.0,0.25,0.0
14451777,,,2.0,,0.0,0.0,1.004232,0.0
14451855,,2016.0,5.0,,0.0,0.0,0.05,0.0
14452439,0.5,2019.0,4.0,,0.0,0.0,,
14460546,0.33055,2011.0,9.0,,0.0,1.0,0.48055,0.0
14461038,,2016.0,,,0.0,1.0,,0.0
14464409,,2014.0,2.0,0.3,0.0,1.0,0.55,0.0
14465784,0.22,2021.0,7.0,,0.0,0.0,0.2,0.0
14465819,,2011.0,,,1.0,0.0,0.025,0.0
14465991,1.0,2006.0,,,1.0,0.0,1.0,1.0
14467113,,2022.0,7.0,,0.0,0.0,,0.0
14467856,0.28,,,,0.0,0.0,0.28,0.0
14468787,,2018.0,3.0,,0.0,1.0,2.0,0.0
14477007,,2011.0,,,1.0,0.0,,0.0
14477690,0.12,2016.0,2.0,,1.0,0.0,0.12,0.0
14478490,2.674999,2018.0,6.0,,1.0,0.0,,0.0
14486253,16.499958,1999.0,150.0,,0.0,1.0,134.2,1.0
14486457,1.6,2011.0,,,0.0,0.0,,
14494777,,2020.0,2.0,,1.0,0.0,,0.0
14528954,1.62,2015.0,5.0,1.0,0.0,0.0,1.1,0.0
14529163,3.187,2019.0,7.0,,0.0,0.0,3.0620000000000003,0.0
14529991,2022.0,2018.0,3.0,,0.0,0.0,,0.0
14532332,,2011.0,,,1.0,0.0,0.15,0.0
14537488,,2014.0,,,1.0,0.0,,0.0
14541184,,2016.0,3.0,,1.0,0.0,,0.0
14542023,,2007.0,31.0,,0.0,1.0,,0.0
14542732,1.25,2016.0,3.0,,0.0,0.0,1.24,0.0
14546252,0.215,,,,0.0,0.0,0.215,0.0
14546373,0.059164,2021.0,5.0,,0.0,0.0,,0.0
14565846,,2019.0,,,1.0,0.0,,0.0
14567800,,2017.0,1.0,,0.0,0.0,,0.0
14578370,,2018.0,,,0.0,1.0,,0.0
14579778,,2022.0,5.0,,0.0,0.0,,0.0
14580737,0.395,,,,1.0,0.0,0.12,0.0
14582498,0.38,2008.0,,,1.0,0.0,0.33,0.0
14587100,,1971.0,,,0.0,0.0,,
14593162,0.1,2017.0,3.0,,0.0,0.0,0.1,0.0
14601959,4.2,2022.0,5.0,,0.0,0.0,4.2,0.0
14601983,,2015.0,3.0,1.0,1.0,0.0,,0.0
14604014,,2015.0,,,0.0,0.0,,0.0
14604921,0.1,2007.0,,,1.0,0.0,0.1,0.0
14605252,,2014.0,,,1.0,0.0,,0.0
14605565,,2002.0,,,0.0,1.0,,0.0
14605638,1.250003,2009.0,2.0,,0.0,0.0,1.250003,0.0
14609316,0.4,2011.0,,,1.0,0.0,0.4,0.0
14610311,,2007.0,,,0.0,1.0,,0.0
14610399,0.05,2009.0,,,1.0,0.0,0.05,0.0
14610409,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14610665,,2008.0,,,0.0,1.0,0.03,0.0
14610846,2.2,2013.0,5.0,,0.0,1.0,2.2,0.0
14610981,3.749998,2021.0,7.0,,0.0,0.0,3.749998,0.0
14611066,,2014.0,2.0,,1.0,0.0,,0.0
14611117,1.585,2011.0,2.0,,0.0,1.0,0.9175,0.0
14616734,,2012.0,1.0,,0.0,0.0,0.07403,0.0
14618789,57.500016,2010.0,71970.0,40000.0,0.0,1.0,1000.0,1.0
14622403,0.15,2019.0,1.0,,1.0,0.0,0.15,0.0
14628240,0.115,2018.0,3.0,,0.0,0.0,0.1,0.0
14629348,,2015.0,,,0.0,0.0,0.02,0.0
14629610,0.8,2012.0,4.0,,1.0,0.0,0.4,0.0
14630210,,2002.0,118.0,63.0,0.0,0.0,,0.0
14630688,,2015.0,,,0.0,0.0,,0.0
14632874,,2017.0,,0.10941,0.0,0.0,0.077172,0.0
14633050,2.5,2021.0,10.0,,0.0,0.0,2.5,0.0
14633179,0.255,2013.0,3.0,,0.0,0.0,93.935204,0.0
14633185,0.05,2010.0,2.0,0.14,0.0,0.0,0.05,0.0
14633199,,2021.0,3.0,,0.0,0.0,,
14634073,,2011.0,,,0.0,1.0,,0.0
14634872,0.09,2014.0,4.0,,1.0,0.0,0.09,0.0
14649841,0.24,2018.0,,,1.0,0.0,0.12,0.0
14657003,,2016.0,,,1.0,0.0,,0.0
14657969,0.068,2018.0,8.0,0.0004,0.0,0.0,0.085442,0.0
14660640,,2022.0,3.0,,0.0,0.0,,0.0
14661494,,2019.0,21.0,,0.0,0.0,,0.0
14666691,,2014.0,,,0.0,1.0,,0.0
14667268,,2012.0,,,0.0,1.0,,0.0
14667603,,,,,,,0.00352586,0.0
14668654,0.475,2017.0,2.0,,0.0,0.0,0.175,0.0
14668857,,,,,,,7.140000000000001,0.0
14670337,,2021.0,5.0,,0.0,0.0,,
14670356,0.5,2016.0,,,1.0,0.0,0.5,0.0
14670513,,2014.0,4.0,,0.0,0.0,,
14671699,45.873076,2015.0,200.0,,0.0,0.0,30.0,0.0
14672015,,2017.0,4.0,,0.0,0.0,,0.0
14673277,,2005.0,,,0.0,1.0,2.1,0.0
14674095,0.61,2021.0,9.0,,0.0,0.0,0.49,0.0
14674116,,2011.0,2.0,,0.0,1.0,,0.0
14674519,0.772,2010.0,,,1.0,1.0,0.675,0.0
14674924,,,,,,,3.22769244,0.0
14676044,0.05,2017.0,5.0,2.5,0.0,0.0,0.05,0.0
14676439,57.500016,2010.0,71970.0,40000.0,0.0,1.0,1000.0,1.0
14677293,,,,,,,,0.0
14677445,,2018.0,,,1.0,0.0,,0.0
14677761,,2013.0,,,0.0,1.0,,0.0
14677882,,2010.0,3.0,,0.0,1.0,,0.0
14679378,0.00375,2020.0,7.0,,0.0,0.0,0.00375,0.0
14679723,,2011.0,1.0,,0.0,1.0,,0.0
14681444,1.5,2021.0,6.0,,0.0,0.0,3.118476,0.0
14681484,,2008.0,2.0,,1.0,0.0,0.02,0.0
14682089,0.53,2021.0,6.0,,0.0,0.0,0.53,0.0
14682987,6.25,2020.0,50.0,,0.0,0.0,5.4174750000000005,0.0
14683236,,,,,0.0,1.0,,0.0
14686302,3.0,2020.0,5.0,,0.0,0.0,3.0,0.0
14688353,,2018.0,,,0.0,0.0,,
14688550,0.05911384,2017.0,3.0,,0.0,0.0,0.05911384,0.0
14691645,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14691987,0.071,2018.0,15.0,,0.0,0.0,0.071,0.0
14693566,7.7575,2003.0,150.0,85.0,0.0,0.0,7.25,1.0
14694953,2.612,2009.0,10.0,,0.0,1.0,1.6,1.0
14699743,,2013.0,11.0,,0.0,1.0,,0.0
14699924,0.1,2020.0,3.0,,0.0,0.0,0.1,0.0
14699946,,2011.0,,,1.0,0.0,,0.0
14701171,,2014.0,,,0.0,1.0,,0.0
14702315,,2006.0,,,0.0,1.0,,0.0
14703889,,2014.0,,,0.0,0.0,,0.0
14710802,0.23,2014.0,3.0,,0.0,1.0,0.13,0.0
14713068,,2015.0,15.0,20.0,0.0,0.0,,
14713872,0.893,2011.0,,,1.0,0.0,0.893,0.0
14714771,,,,,,,100.0,1.0
14714792,0.686,2009.0,,,0.0,1.0,0.436,0.0
14715007,,2010.0,,,1.0,0.0,,0.0
14715153,,2016.0,,,1.0,0.0,,0.0
14715206,,,,,,,,0.0
14715233,,2018.0,,,0.0,0.0,0.025,0.0
14715366,,2015.0,2.0,,1.0,0.0,2.13885,0.0
14715369,,2014.0,,,0.0,1.0,,0.0
14721128,97.3,1999.0,,,0.0,1.0,88.0,1.0
14722037,,,,,,,8.5,0.0
14722566,,2009.0,,,1.0,0.0,,0.0
14723810,,2010.0,,,1.0,0.0,,0.0
14741319,57.500016,2010.0,71970.0,40000.0,0.0,1.0,1000.0,1.0
14743489,0.25,1996.0,,,0.0,1.0,0.25,0.0
14743614,0.13,2016.0,5.0,,0.0,0.0,0.13,0.0
14744910,0.775,2011.0,1.0,,1.0,0.0,0.75,0.0
14745426,0.175,2011.0,,,1.0,0.0,0.175,0.0
14745510,0.0713,2013.0,4.0,,1.0,0.0,0.1,0.0
14745841,,2020.0,,,1.0,0.0,0.01,0.0
14746488,,2021.0,6.0,,0.0,0.0,0.5,0.0
14746503,,,,,,,0.43624736,0.0
14746641,0.659811,2021.0,7.0,,0.0,0.0,0.65,0.0
14746865,0.25,2012.0,3.0,,1.0,0.0,0.25,0.0
14746990,,2020.0,3.0,,0.0,0.0,,
14747140,,2017.0,,,0.0,1.0,,0.0
14747163,,2010.0,27.0,,1.0,0.0,,0.0
14747195,,2018.0,9.0,,1.0,0.0,,0.0
14747215,,2012.0,,,0.0,1.0,,0.0
14747505,170.0,2012.0,,,0.0,1.0,100.0,0.0
14747526,0.025,2012.0,2.0,,1.0,0.0,0.025,0.0
14747541,,2017.0,3.0,,1.0,0.0,0.0315,0.0
14747659,,,,,,,,0.0
14747981,,2018.0,,,1.0,0.0,0.002,0.0
14749696,0.1,2020.0,6.0,,0.0,0.0,0.1,0.0
14749977,18.042089,2016.0,45.0,,0.0,0.0,17.922089,0.0
14750345,,1972.0,,,0.0,1.0,77.0,0.0
14750790,0.925,2015.0,8.0,,1.0,0.0,0.8,0.0
14750851,114.83889467,2008.0,200.0,0.03691,0.0,1.0,369.42,1.0
14751055,1581.092776,2003.0,21000.0,7500.0,0.0,1.0,27009.0,1.0
14751250,,2001.0,36.0,,0.0,1.0,,0.0
14751304,,2018.0,5.0,,0.0,0.0,,0.0
14753653,41.999987,2017.0,199.0,,0.0,0.0,16.000003,1.0
14753881,0.025,2010.0,1.0,,1.0,0.0,0.025,0.0
14753918,2.0,2020.0,4.0,,0.0,0.0,1.2,0.0
14755619,0.018,2008.0,,,1.0,0.0,0.018,0.0
14756024,,2021.0,3.0,,1.0,0.0,,0.0
14757571,,2019.0,2.0,,0.0,1.0,,0.0
14761687,,2008.0,,,0.0,1.0,,0.0
14766872,0.89,2020.0,10.0,,0.0,0.0,0.75,0.0
14767011,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14768653,,,,,,,3780.17,0.0
14772775,3.1,2022.0,9.0,,0.0,0.0,3.1,0.0
14777998,,2015.0,,,0.0,1.0,,0.0
14779144,,2002.0,7.0,,0.0,1.0,,0.0
14779987,46.76353136,2017.0,8.0,0.0,0.0,1.0,10.25494167,0.0
14780013,,2013.0,,,1.0,0.0,0.05,0.0
14782543,0.35,2014.0,4.0,,1.0,0.0,0.35,0.0
14783880,,2009.0,,,1.0,0.0,,0.0
14784120,0.12,2013.0,,,1.0,0.0,0.05,0.0
14784123,0.12,2013.0,,,1.0,0.0,0.05,0.0
14784693,2.77,2012.0,40.0,,0.0,1.0,1.5,0.0
14785861,1.685,2014.0,1.0,,0.0,0.0,1.2,0.0
14786237,0.02,2011.0,2.0,,1.0,0.0,0.02,0.0
14786728,,1997.0,15.0,111.9779028,0.0,1.0,,0.0
14787089,,2008.0,5.0,,0.0,0.0,,
14790201,,2015.0,,,1.0,0.0,,0.0
14792402,2.45,2012.0,,,1.0,0.0,2.3,1.0
14792740,2.4,2010.0,8.0,,0.0,0.0,1.7,1.0
14792765,,2021.0,5.0,,1.0,0.0,,0.0
14792769,,2021.0,5.0,,1.0,0.0,,0.0
14792791,,2017.0,,,1.0,0.0,0.004,0.0
14792825,0.04,2014.0,1.0,,0.0,0.0,0.04,0.0
14792847,,2016.0,4.0,,0.0,1.0,,0.0
14796623,,2009.0,11.0,,0.0,1.0,,0.0
14796837,0.125,2020.0,3.0,,0.0,0.0,0.125,0.0
14796926,,2020.0,6.0,,0.0,0.0,,0.0
14797062,,2005.0,,,0.0,1.0,,0.0
14798395,,,,,,,,0.0
14799071,1.2,,,,1.0,0.0,1.2,0.0
14799334,0.05,2016.0,1.0,,0.0,0.0,0.05,0.0
14799375,0.1225,2013.0,5.0,,1.0,0.0,0.1,0.0
14799533,1.2,,,,1.0,0.0,1.2,0.0
14801637,0.225,2010.0,2.0,,0.0,0.0,0.225,0.0
14802546,1.0,2021.0,5.0,,0.0,0.0,1.0,0.0
14802696,0.004,2014.0,1.0,,0.0,0.0,0.025,0.0
14803433,,2017.0,,,0.0,1.0,,0.0
14803436,,2009.0,4.0,,0.0,1.0,,0.0
14804719,12.082438,2019.0,51.0,,0.0,0.0,12.082438,1.0
14805811,,2014.0,,,0.0,0.0,,
14805905,,,,,,,0.33,0.0
14807131,32.848623,2020.0,20.0,,0.0,0.0,17.893626,1.0
14807267,1.0,2015.0,12.0,,0.0,1.0,1.0,0.0
14807416,,,,,,,11.04881452,1.0
14818294,0.3153,2006.0,1.0,,1.0,0.0,0.3153,0.0
14818422,0.025,2016.0,,,1.0,0.0,0.025,0.0
14819089,0.06,2022.0,9.0,,0.0,0.0,0.06,0.0
14820377,41.156332,2006.0,8.0,,0.0,0.0,15.6,1.0
14821842,51.199989,2019.0,17.0,,0.0,0.0,21.999998,0.0
14821973,,2009.0,,,0.0,1.0,,0.0
14822815,,,,,0.0,1.0,,0.0
14824221,0.02,2014.0,,,1.0,0.0,0.02,0.0
14831584,0.3725,2016.0,5.0,,0.0,0.0,0.3725,0.0
14832450,,2018.0,,,0.0,1.0,,0.0
14833635,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14833938,0.02,2021.0,3.0,,0.0,0.0,0.02,0.0
14833963,,2010.0,,,1.0,0.0,0.272105,0.0
14837809,,2007.0,,,0.0,0.0,,0.0
14838098,,2010.0,,,1.0,0.0,,0.0
14838523,,2012.0,2.0,,1.0,0.0,0.05,0.0
14838867,0.02,2016.0,,,0.0,0.0,0.02,0.0
14839304,,,,,,,0.24156651,0.0
14840581,,2016.0,4.0,,1.0,0.0,0.1,0.0
14841089,0.12,2016.0,,,0.0,1.0,0.12,0.0
14841223,,,,,,,,0.0
14841266,,2014.0,3.0,,1.0,0.0,,0.0
14842238,0.6578,2018.0,,,0.0,0.0,0.6578,0.0
14842712,,,,,,,21.91027935,0.0
14847266,,2019.0,3.0,,0.0,1.0,,0.0
14849200,4.724,2011.0,45.0,,0.0,1.0,2.0,0.0
14849244,,2011.0,,,0.0,0.0,0.015346,0.0
14849304,2.06,2013.0,,,1.0,0.0,2.06,0.0
14849471,,2008.0,11.0,,1.0,0.0,,0.0
14849659,0.19,2014.0,,,1.0,0.0,0.17,0.0
14852712,,2008.0,6.0,,0.0,1.0,,0.0
14853990,,,,,,,,0.0
14854197,,2010.0,,,1.0,0.0,,0.0
14854651,,,,,,,0.89620089,0.0
14855146,,2015.0,3.0,,0.0,1.0,,0.0
14855193,150.0,2022.0,41.0,,0.0,0.0,150.0,0.0
14855245,0.025,,,,1.0,0.0,,0.0
14856300,0.05,2017.0,,,1.0,0.0,0.05,0.0
14858176,,,,,,,0.2,0.0
14859469,4.0,2021.0,12.0,,0.0,0.0,4.0,0.0
14860713,0.945,2016.0,4.0,,1.0,0.0,0.945,0.0
14861380,933.512887,2011.0,368.0,,0.0,0.0,589.999959,1.0
14865355,,2014.0,12.0,,0.0,1.0,97.032,0.0
14865955,6.0,2021.0,8.0,,0.0,0.0,6.0,0.0
14874437,,2017.0,,,0.0,0.0,,0.0
14875044,,,,,,,,0.0
14877949,0.14,2012.0,,,1.0,0.0,0.1,0.0
14879167,,2012.0,,,1.0,0.0,,0.0
14879553,,2010.0,,,0.0,1.0,,0.0
14879695,,2016.0,,,1.0,0.0,,0.0
14879702,,2007.0,1.0,,0.0,1.0,,0.0
14879890,0.04,2011.0,,,1.0,0.0,0.04,0.0
14880129,,2012.0,,,1.0,0.0,,0.0
14880247,0.87454,2005.0,,,0.0,0.0,0.55148,0.0
14880592,0.85,2007.0,,,0.0,1.0,0.5,1.0
14881197,15.918,2014.0,46.0,1.0,0.0,0.0,6.75,0.0
14884423,5.24914,2014.0,,,1.0,0.0,5.24914,0.0
14887155,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14888153,,2011.0,,,0.0,1.0,,0.0
14890225,,2013.0,,,0.0,1.0,,0.0
14891401,,,,,0.0,0.0,,
14892114,28.992,2003.0,16.0,,0.0,1.0,12.267,1.0
14900102,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14900828,,2016.0,3.0,,0.0,0.0,0.010762,0.0
14901078,,2018.0,,,0.0,0.0,0.02,0.0
14901315,,2019.0,2.0,,1.0,0.0,0.013,0.0
14902512,0.12,2012.0,,,0.0,0.0,0.12,0.0
14907312,1.0,2015.0,5.0,,0.0,0.0,1.0,0.0
14912745,,,,,,,0.11712646,0.0
14913389,1.699999,2020.0,9.0,,0.0,0.0,1.699999,0.0
14914260,,2019.0,3.0,,1.0,0.0,0.1,0.0
14915608,,2011.0,2.0,,1.0,0.0,,0.0
14915633,0.05,2012.0,,,0.0,0.0,0.05,0.0
14915732,,2019.0,19.0,,0.0,0.0,,0.0
14916168,0.174,2013.0,4.0,,1.0,0.0,0.174,0.0
14916346,,,,,,,,0.0
14917300,,,,,1.0,0.0,,0.0
14917849,,,,,0.0,0.0,,0.0
14918062,,2015.0,,,0.0,0.0,0.003051,0.0
14918079,,,4.0,,0.0,0.0,0.005,0.0
14918096,0.01,2020.0,5.0,,0.0,0.0,0.1,0.0
14918133,,2020.0,5.0,9.0,0.0,0.0,,0.0
14918178,,2021.0,,,1.0,0.0,0.005,0.0
14918487,,,,,,,,0.0
14918717,0.097502,2009.0,,,0.0,1.0,0.097502,0.0
14920118,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14924280,,2013.0,,,0.0,1.0,,0.0
14928312,,1979.0,464.0,0.25,0.0,0.0,,0.0
14929502,0.05,2015.0,8.0,,1.0,0.0,0.05,0.0
14929882,0.12,2017.0,,,1.0,0.0,0.12,0.0
14933294,0.2,2011.0,,,0.0,1.0,0.2,0.0
14933788,,2020.0,,,0.0,0.0,,
14936515,7.93001,2016.0,17.0,,0.0,0.0,3.412782,0.0
14937421,,2013.0,2.0,,0.0,0.0,,0.0
14940576,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14941688,313.158777,2005.0,2790.0,2713.296,0.0,1.0,266.666656,1.0
14943098,,2008.0,,,0.0,0.0,,
14947109,0.175,2010.0,7.0,,0.0,0.0,0.175,0.0
14948283,0.015,2014.0,7.0,,1.0,0.0,0.015,0.0
14952224,,2009.0,,,1.0,0.0,,0.0
14958423,2.8,,20.0,,0.0,0.0,2.8000000000000003,0.0
14960426,,,,5.4,0.0,1.0,2.54,0.0
14960430,,2014.0,,,0.0,1.0,,0.0
14961377,,2017.0,,,1.0,0.0,,0.0
14961811,,2005.0,,,0.0,1.0,,0.0
14964934,0.03,2014.0,,,1.0,0.0,0.025,0.0
14966117,,2011.0,,,0.0,1.0,,0.0
14966471,10.078811,2006.0,25.0,,0.0,1.0,5.078811,1.0
14968209,0.025,2014.0,,,1.0,0.0,0.025,0.0
14968683,,2009.0,,,1.0,0.0,,0.0
14973942,,2020.0,2.0,,0.0,1.0,,0.0
14974385,,2000.0,,,0.0,0.0,,
14974467,,2020.0,,,1.0,0.0,0.005,0.0
14975146,,,,,,,5.5058984,0.0
14975510,0.05,2013.0,4.0,,0.0,0.0,0.05,0.0
14975891,0.883663,2018.0,12.0,,0.0,0.0,0.7020000000000001,0.0
14976128,,2020.0,,,0.0,1.0,,0.0
14976408,,,,,0.0,1.0,,0.0
14976720,,2014.0,,,1.0,0.0,,0.0
14976915,,,,,,,1.0,0.0
14982721,,2013.0,4.0,,0.0,1.0,,0.0
14982863,0.875,2009.0,,,0.0,1.0,0.875,0.0
14982917,,2021.0,5.0,,0.0,0.0,,0.0
14984754,,2016.0,16.0,,0.0,1.0,,0.0
14986497,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
14987111,,,,,,,,0.0
14987534,0.1125,2012.0,11.0,,1.0,0.0,0.0625,1.0
14989931,,2021.0,2.0,,0.0,1.0,,0.0
14992027,,,,,,,0.16187638,0.0
14995672,,,,,,,,0.0
14997756,,2013.0,,,1.0,0.0,,0.0
14998096,1.75,2011.0,,,1.0,0.0,1.25,0.0
14998199,0.2,2013.0,4.0,,1.0,0.0,0.2,0.0
14999386,,2015.0,3.0,,1.0,0.0,,0.0
15001315,0.925,2010.0,6.0,,0.0,1.0,0.925,1.0
15003090,0.1,2012.0,5.0,,1.0,0.0,0.1,0.0
15003125,37168.638063,2004.0,87314.0,134902.0,0.0,1.0,16006.87737,1.0
15003240,3.85,2013.0,29.0,,0.0,0.0,3.0,0.0
15008039,,2010.0,,,0.0,1.0,,0.0
15011542,0.12,2018.0,3.0,,0.0,0.0,0.12,0.0
15013124,,,,,,,122.0,1.0
15017090,35.999745,2012.0,30.0,,0.0,1.0,19.999778,1.0
15021125,14.0,2011.0,11.0,,0.0,0.0,10.0,0.0
15035201,,2023.0,3.0,,0.0,0.0,,0.0
15036056,,2013.0,5.0,,0.0,1.0,0.27593,0.0
15038184,,2011.0,,,1.0,0.0,,0.0
15039707,0.32,2020.0,7.0,,0.0,0.0,0.32,0.0
15039806,,2013.0,3.0,,0.0,1.0,,0.0
15041910,0.6,2014.0,4.0,,0.0,0.0,0.5,0.0
15044627,5.0,2020.0,8.0,,0.0,0.0,5.0,0.0
15045354,0.4525,2016.0,2.0,,1.0,0.0,0.4525,0.0
15047001,,2004.0,250.0,,0.0,1.0,3.48097,0.0
15049461,,2017.0,2.0,,0.0,1.0,,0.0
15050200,34.875,2020.0,19.0,,0.0,0.0,29.475,0.0
15051814,80.89998200000001,2020.0,49.0,,0.0,0.0,50.299996,1.0
15054584,20.0,2022.0,46.0,,0.0,0.0,20.0,0.0
15054669,0.132839,,,,0.0,0.0,0.132839,0.0
15056442,,2009.0,2.0,0.065,0.0,0.0,0.0025,0.0
15058641,,2015.0,1.0,,0.0,0.0,,0.0
15061811,,2012.0,,,0.0,0.0,,0.0
15067701,17.67091023,2015.0,,,1.0,0.0,10.0,0.0
15068410,0.5,2011.0,,,0.0,0.0,0.5,0.0
15068542,,2015.0,2.0,,1.0,0.0,,0.0
15069136,0.4,2021.0,9.0,,0.0,0.0,0.4,0.0
15069386,,2017.0,16.0,,0.0,0.0,,0.0
15072923,2.284234,2018.0,4.0,0.01,0.0,0.0,0.284234,0.0
15072973,,2017.0,2.0,,0.0,0.0,,0.0
15072986,0.33,2015.0,3.0,,1.0,0.0,0.18,0.0
15073405,1.675,2011.0,6.0,,1.0,0.0,1.675,0.0
15074593,29.709951,2020.0,26.0,,0.0,0.0,24.999951,1.0
15076249,0.148,2014.0,,,1.0,0.0,0.148,0.0
15076406,,2017.0,25.0,,0.0,0.0,,0.0
15080380,,,,,,,,0.0
15087185,,2010.0,,,1.0,0.0,0.04,0.0
15098289,,2018.0,,,1.0,0.0,,0.0
15099549,0.45,2019.0,6.0,,0.0,0.0,0.45,0.0
15101517,,,,,,,,0.0
15105856,,,,,,,,0.0
15106416,,2016.0,,,1.0,0.0,,0.0
15106619,,2016.0,,,1.0,0.0,0.02,0.0
15106745,,,,,,,3.5,0.0
15106973,3.0,2016.0,7.0,,0.0,0.0,3.0,0.0
15107553,,2011.0,84.0,,0.0,0.0,,0.0
15107633,,2018.0,,,1.0,0.0,,0.0
15110919,0.536,2015.0,9.0,,0.0,0.0,0.536,0.0
15114364,,2011.0,,,1.0,0.0,,0.0
15121396,,2018.0,,,1.0,0.0,,0.0
15122855,0.02,2012.0,4.0,0.02,1.0,0.0,,
